Teks,Bintang,Tanggal
musik bisa merubah Susana ku terima kasih buat orang yang membuat apk ini,4,2025-08-23 00:14:42
"tiap mau pembatalan premium selalu di buat bermasalah, padahal jaringan lancar dan tidak terkendala tapi selalu fi buat tidak dapat terhubung. sangat menyebalkan",3,2025-08-23 00:07:32
bagus sekali,5,2025-08-23 00:00:42
aplikasi ini sngat berguna,5,2025-08-22 23:47:27
good,5,2025-08-22 23:47:11
mantap,5,2025-08-22 23:33:59
lumayan buat gaya gayaan pas main game,5,2025-08-22 23:13:46
"saya dengerin lagu tanpa iklan walaupun ga premium, apakah ini bug?",5,2025-08-22 23:02:56
baguss,5,2025-08-22 22:38:32
bagus,5,2025-08-22 22:36:07
saya bisa memutar Spotify saat saya bermain game atau menyalakannya saat tidur,5,2025-08-22 22:33:29
ok,5,2025-08-22 21:53:16
bagus,5,2025-08-22 20:35:48
bagus,5,2025-08-22 19:06:24
beri aku free premium,5,2025-08-22 18:20:54
Sempoi,5,2025-08-22 17:57:24
good,5,2025-08-22 17:48:56
TERBAIK,5,2025-08-22 17:27:27
"""mantap"" dh itu doang",5,2025-08-22 16:25:09
bintang 5,5,2025-08-22 16:12:53
My sanctuary of melodies!!,5,2025-08-22 16:03:29
"lagunya jernih, dan mantap. enak dah pokoknya.",5,2025-08-22 15:54:20
Boleh... cuman iklannya terlalu panjang/lama,3,2025-08-22 15:54:14
nyaman bgt pokoknya pakai aplikasi inj,5,2025-08-22 15:52:59
bisa offline atau tidak,2,2025-08-22 15:52:43
"apk rusak, kebanyakan iklan",1,2025-08-22 15:49:34
"kenapa setiap mau nyetel musik harus ada iklan terus mana iklannya lama mau nedengerin musik malah keburu emosi,poko'nya buat kalian yang gasabaran + pengen cepet gak rekomen buat download apk ini, kecuali lu sultan jadi bisa beli premium,klo gw mah kaum mendang mending drpd buat belli premium spotepek 🙄🙄🙄🙄🙄🙄🙄😒😒😒",1,2025-08-22 15:46:41
okee,5,2025-08-22 15:38:48
info tanpa premium,5,2025-08-22 15:29:40
"kebanyakan iklan, putar lagu 1x iklannya sampai 4x mana 30 detikan lagi",1,2025-08-22 15:20:05
bagus,5,2025-08-22 15:19:44
bagus,5,2025-08-22 15:14:06
menyenangkan dan memuaskan,5,2025-08-22 15:06:16
kebanyakan iklan,1,2025-08-22 15:04:00
"seru banget bisa dengerin lagu lagu favoritkuu, aku kasih 5 bintang yaaaaa bagus bangettttt banget banget,",5,2025-08-22 14:56:28
lagu bagus buat aku yang suka sama lagu tahun 2020,5,2025-08-22 14:47:44
baguss,5,2025-08-22 14:36:11
lumayanlah,5,2025-08-22 14:31:37
sangat baguss👍🏻👍🏻,5,2025-08-22 14:24:35
spotify adalah aplikasi yang dimana aku suka banget,5,2025-08-22 14:15:25
minus iklan aja sih,5,2025-08-22 14:09:46
sangat bagus aja aja sihhh,5,2025-08-22 14:03:11
enk lagu² nya tolong dong ilangin iklan nya,4,2025-08-22 14:02:40
𝘣𝘢𝘨𝘶𝘴 𝘣𝘶𝘢𝘯𝘨𝘦𝘵𝘵𝘵 𝘭𝘰𝘱𝘦𝘬 deh🌹,5,2025-08-22 13:59:12
"sudah tidak free user friendly,biasanya bisa mengklik lagu apa saja tanpa ada limit cuma iklan saja,sekarang di limit lagunya acak..",1,2025-08-22 13:58:39
goodd,5,2025-08-22 13:54:59
aku tidak tahu kenapa sekarang muter sptfy di hp aku lemot banget.. suka ma apk ini tapi g tau kenapa jd lemot.. pdhal hpku storage nya besar.. hny buka apk ini yg lemot.. g tau knapa.. pdahal sukak bgt ma sptfy,4,2025-08-22 13:49:22
banyak iklan terus sama harus bayar lagi,2,2025-08-22 13:35:36
"iklan saya sudah maklum, tapi masa satu lagu di putar lebih dari 1 kali dalam sehari gabole",1,2025-08-22 13:27:19
sodap lagu nya,5,2025-08-22 13:13:01
tq 4 u'r songs,5,2025-08-22 13:12:02
bisa cari lagu di Spotify dan bagus lagunyaa jadi aku kasih bintang 5 soalnya bagus,5,2025-08-22 13:10:39
bagus banget lagunya,5,2025-08-22 13:04:05
bagus👍,5,2025-08-22 12:55:49
terlalu banyak iklan,1,2025-08-22 12:51:49
"bagus untuk beristirahat saat mendengarkan lagu, walaupun hp nya mati lagu nya masih nyala 🥰🥰",5,2025-08-22 12:50:58
musik musik nya pada lengkap bagus juga dan seru banget klo di setell👍👍,3,2025-08-22 12:46:53
𝑠𝑒𝑟𝑢𝑢𝑢 𝑏𝑛𝑔𝑡𝑡𝑡𝑡 𝑙𝑎𝑔𝑢 𝑛𝑦𝑎,5,2025-08-22 12:42:18
bagus,5,2025-08-22 12:41:56
kembalikan paket mini di sporify !!!!!,1,2025-08-22 12:39:29
"Spotify sangat cocok dengan saya, saya bisa merasakan sensasi musik yang saya inginkan",5,2025-08-22 12:39:08
bikin rileks,5,2025-08-22 12:29:24
ok bgt,5,2025-08-22 11:52:58
kumplit musik nya mantap,5,2025-08-22 11:46:41
saran saya untuk menambah lagu dari yotoube karena saya selalu suka musik slowed yotoube dari pada spotify,3,2025-08-22 11:45:39
bagus,5,2025-08-22 11:44:17
iklan terlalu lama,5,2025-08-22 11:42:33
"aplikasinya si bagus, tapi kenapa ya pas aku login pakai nomer wa tuh gabisa?? terus muncul tulisan ""nomer wa anda mungkin salah, coba lagi, atau pakai nomer yang lain"" padahal nomer wa aku udah bener dan kualitas internet ku juga bagus. tolong benerin ya Spotify! soalnya isi akun ku yang lama banyak lagu kesukaan ku! tolong bngt ya buat pihak Spotify!!",5,2025-08-22 11:35:03
coba dulu klo banyak iklan aq apus,5,2025-08-22 11:28:34
iklan nya lebay bgt uda makin banyak,1,2025-08-22 11:27:41
"kenapa sihh setiapppp setelah Update Selalu Aja Ada bug??? playlist gw ilang, lagu kaga bisa d putar?? bisa di jelaskan gak Dev? yang becus kalo ngurus aplikasi, kalo lo gak bisa ngurus pelanggan pada kabur dn gk mau langganan",1,2025-08-22 11:27:03
sangat menikmati dgn baik,5,2025-08-22 11:25:44
mantap,4,2025-08-22 11:21:44
omak my fav apk kikir 10/10 play 1 lagu iklannya sampe 5😀😃😃,2,2025-08-22 11:21:26
"apk ini cocok bngt, buat cari lagu saat nyantai, sambil kerja, galau, dan juga mau tidur",5,2025-08-22 11:11:55
Bagus banget,5,2025-08-22 11:08:57
kurangi iklan nya,5,2025-08-22 11:02:53
keren bgt,5,2025-08-22 10:57:52
ok,5,2025-08-22 10:56:06
lagunya² bisa bkin galau /bagus di dengar,5,2025-08-22 10:48:46
musik suka tiba-tiba berhenti padahal tidak aku mute,4,2025-08-22 10:42:06
sering lemot dan pas mau beli paket premium susah karena Suka error,4,2025-08-22 10:34:26
kenapa kagak bisa langganan yg diskon woii,1,2025-08-22 10:30:32
bagus,5,2025-08-22 10:29:10
apk nya bagus cuma kalo main game tiba-tiba mati sendiri tapi enak kok,4,2025-08-22 10:24:12
bagus banget,5,2025-08-22 10:12:52
"menurut Saya, sudah bagus. Tetapi, iklan di sini malah nge lunjak. Yang tdi nya 1, malah 2. Itu pun menjadi sering banget iklannya. Terus pemutarannya juga dibatasi. Apa lagi yang bikin kesel itu nawarin spotify berbayarnya kayak maksa banget. Setiap situs, pasti ada iklan spotify berbayar agar tidak ada iklan dan menggunakan kuota lagi. Saran Saya kurangi iklannya dan pembatasannya jangan terlalu dekat. sekarang lagi bikin masalah mulu. dikit dikit suffle, padahal Saya punya pilihan SENDIRI.",1,2025-08-22 10:09:59
"I really like this music application, congratulations to the developer",5,2025-08-22 10:07:58
"Iklan mulu, malah suara iklan lebih besar dari pada suara musik, 1 x putar musik pasti iklan, udah gitu klo lama stel musik pasti gk bisa di nex",3,2025-08-22 10:03:24
omagaaa,5,2025-08-22 10:02:13
sukaa bangett i lop spotifyyyyy lopp lopp♥︎♥︎♥︎,5,2025-08-22 10:02:12
banyak pilihan lagu yg kita sukai,5,2025-08-22 10:02:09
mudah dlm memilih lg &byk albumnya,5,2025-08-22 09:55:28
asu iklan terus,1,2025-08-22 09:54:37
banyak bgt iklannya 3 biji anjirrrr gileeeee,1,2025-08-22 09:50:00
"Sekarang ad batasan tampilkan lirik, padahal liriknya bisa dibuat tugas sekolah",1,2025-08-22 09:31:28
enk banget lagu nya tpi bayar hmmmmm,4,2025-08-22 09:24:33
bagus banget🫰,5,2025-08-22 09:24:30
enak di dengar tapi malas nya aku selalu promosi,5,2025-08-22 09:19:29
bagus,5,2025-08-22 09:19:17
lagunya di limit jadi gak bagus,1,2025-08-22 09:14:56
its the best,5,2025-08-22 09:07:10
be aja,4,2025-08-22 08:56:21
keren lengkap koleksinya,5,2025-08-22 08:55:00
"Suka apalagi kalau ada promo, auto beli++",4,2025-08-22 08:49:10
"kenapa di Spotify saya tidak ada tombol repeat padahal dulu ada, saya juga sudah update dan hapus cache tapi tetap tidak ada",4,2025-08-22 08:46:16
"Aplikasi udah mulai banyak iklan-iklan nya biasa nya putar lagu sampai 2-3 bahkan lebih, baru ada iklan dan lagu yang saya ingin putar malah lagu nya nggak sesuai malah lagu lain yang keputar. pada hal dulu bagus banget ini aplikasi buat pendengar gratisan seperti saya.tapi saran saya kalian coba premium pemula aja itu kan udah di sediakan di jamin nggak kecewa cuy tapi kok gw mau premium yang ke2 kali kok langsung premium sendiri ya padahal nggak ada di suruh masuk kan pin tahu² ada transaksi",5,2025-08-22 08:42:12
iklannya kebanyakan kocak dasar apk kikir😡😡,1,2025-08-22 08:31:33
sngt bgus bikin santai dan nyman,5,2025-08-22 08:30:04
bagus tidak banyak iklanya,5,2025-08-22 08:25:16
bagus semua lagu nya,5,2025-08-22 08:23:06
"suruh denger lagu setelah iklan , tpi iklannya gbs play .",1,2025-08-22 08:20:59
iklan nya mengganggu bgt kalo mw ganti lagu iklan pas ganti lagu otomatis iklan nya bnyk bgt 3 sampe 4 iklan percuma pake Kouta tapi lebih bnyk iklan nya dri pada lagunya org rugi lah kita dengar lagu cuma buat santai bukan buat nonton iklan atau minta minta beli premium,1,2025-08-22 08:12:42
"applikasi nya bagus, lagunya lengkap juga, tapi minusnya kalau mau lgu yang diulang² harus premium😢. bad mood deh😔",4,2025-08-22 08:12:29
bagus...biar bintang yg mnilainya,5,2025-08-22 08:08:32
Spotify tetap yg terbaik... yg lain minggir...,5,2025-08-22 07:56:09
sangat Membantu ketika tiba² mau dengerin music,5,2025-08-22 07:35:45
apk bnyk iklan na mau denger lgu aj ribet,1,2025-08-22 07:32:32
"iklannya terlalu sedikit,kurang banyak bro,biar orang jadi males pake,belom lagi ada limit milih lagu segala",1,2025-08-22 07:30:10
"apk nya dah bagus, namun kalau gak niat beri aku promo jangan kasih kerna pas ane di tawarin paket premium di tanggal 22 agutus gak bisa di bayar saat menggunakan apk gopay dan malah error dianya.,namun pas di pake ke paket premium lain bisa",3,2025-08-22 07:28:57
aplikasi ini sangat bagus,5,2025-08-22 07:28:10
bagus bangt tapi sayang engga bisa saat offline,4,2025-08-22 07:25:33
bagus sangat memambu,5,2025-08-22 07:25:13
setiap satu ato dua lagu dapat 3 iklan dan masing-masing iklan durasi 15 hingga 30 detik mana sehari batas memutar lagu hanya 12x saja setelah nya random males banget dah makai spotify sekarang,1,2025-08-22 07:24:49
aplikasi ini sangat dagus,5,2025-08-22 07:19:37
tolong untuk pihak spotify saat saya memencet lagu yang saya inginkan di playlist saya tiba tiba aplikasi nya keluar sendri sebelum nya tidak pernah saya sudah mencoba berbagai hal tapi masih sama tolong diperbaiki🙏,5,2025-08-22 07:10:18
Bagus sih bisa offline juga tapi tapi tapi tapi tapi tapi,5,2025-08-22 07:07:24
Oke keren,5,2025-08-22 07:02:52
Enjoy The Music!,5,2025-08-22 07:01:33
kebanykan iklan,1,2025-08-22 07:00:51
makin kapitalis makin banyak iklan,1,2025-08-22 06:55:03
mantap👍👍👍,5,2025-08-22 06:51:59
sangat seru,5,2025-08-22 06:50:06
mantap,5,2025-08-22 06:47:28
Pemutaran musik tidak tersendat.,5,2025-08-22 06:42:03
bagus,5,2025-08-22 06:39:42
even indie artist from unknkwn playlist exist in this app,5,2025-08-22 06:35:50
good,5,2025-08-22 06:32:59
"Aplikasi ini rempong, bnyakan iklan nggak jelas",1,2025-08-22 06:18:10
"IKLANNYA KACAU BGT SKRG, SETIAP PLAY MUSIC AD IKLAN BGSFD",1,2025-08-22 06:08:34
lagu nya keren-keren banget👍,5,2025-08-22 05:57:40
bagus!,5,2025-08-22 05:55:30
bagus semuaa musik ada Good,5,2025-08-22 05:50:43
lagunya bagus,5,2025-08-22 05:43:07
Bagus tapi untuk podcast horror tolong dikurangin kak :),4,2025-08-22 05:33:07
ngelag,3,2025-08-22 04:59:43
iklan terus,1,2025-08-22 04:27:24
bagus,5,2025-08-22 04:14:01
bagus bangat coo🔥🔥🔥🔥🔥,5,2025-08-22 04:13:52
bagus,5,2025-08-22 03:59:58
"terlalu banyak iklan,satu lagu 2×iklan",1,2025-08-22 03:50:55
sejauh ini ok..,4,2025-08-22 03:35:02
makin lama makin banyak iklannya. maksa banget beli premium. dulu maklumin lah ada iklan cuma sekali lewat. sekarang lagu kelar langsung dihantam 3 iklan yg g bisa di skip.,2,2025-08-22 03:33:19
bagus Banget...Paket Murmer But Hasil Juara,5,2025-08-22 03:18:07
good,5,2025-08-22 03:14:11
tambah pembayaran melalui via dana minn,4,2025-08-22 03:07:25
"Udah pewe beud sbnernya pake spotify, hmm.. kok 70% lagu dari listku hilang yaaa 😏 Apa skrg ada maksimumnya utk lagu didalam list lagu? Ato cuma ngebug, sayang banget lagu²nya dah ku kumpulin malah hilang, udah sampe logout trus login lg 🙄 Tolong bnerin lg dong ckckckk",3,2025-08-22 02:24:51
mau memperpanjang premium malah gbs bayar lewat gopay itu knp ya?,1,2025-08-22 02:20:54
bagus sekali,5,2025-08-22 02:20:14
ggod,5,2025-08-22 02:07:03
bagus,5,2025-08-22 01:22:10
enak buat santai dan menikmati tanpa kuota besar,5,2025-08-22 01:07:38
keren,4,2025-08-22 00:59:35
ga bisa beli premium aneh,1,2025-08-22 00:24:32
baik,5,2025-08-22 00:22:26
aplikasi yg keren,5,2025-08-22 00:18:29
"sangat menyenangkan dan membuat hari2 ku lebih Adem menemani kerja ,dan juga sangat mudah untuk mendapatkan lagu musik yang kita inginkan walaupun handphone nya kita simpan di tas dll",5,2025-08-21 23:43:20
👍,5,2025-08-21 23:32:27
benar-benar menghibur,5,2025-08-21 23:28:42
bagus banget tapi tidak ada lagu upin ipin (cita-cita ku),5,2025-08-21 23:22:26
tingkat kan lagi udah bagus,4,2025-08-21 23:19:43
mantap,5,2025-08-21 22:56:00
mantab membantu sekali,5,2025-08-21 22:55:15
lagu nya semua ada dan ada jedag jedugnya,5,2025-08-21 22:49:47
baguss bgtt,5,2025-08-21 22:42:31
bagus sekali saya suka banget,5,2025-08-21 22:39:13
mantap,5,2025-08-21 22:35:27
sukak bngttt,5,2025-08-21 22:12:25
"iklan aja terus mengganggu banget,",1,2025-08-21 21:58:45
bagus lagu nya enak,5,2025-08-21 21:30:32
ga bisa di pake,1,2025-08-21 20:33:42
app musik terbaik,5,2025-08-21 20:30:46
spotify sekarang gk sama yang dulu ☹️,1,2025-08-21 20:27:13
👍👍👍,5,2025-08-21 20:10:03
Sesuai dengan yang di inginkan,5,2025-08-21 20:07:40
1 lagu 1 iklan,1,2025-08-21 18:14:23
Nice kalo lagi galau,5,2025-08-21 17:37:55
seru,5,2025-08-21 17:12:36
karena bagus dgn lagu dan apk ny,5,2025-08-21 17:04:45
keren,5,2025-08-21 16:49:06
Bagus dan memuaskan.,5,2025-08-21 16:32:05
menghibur dan mendidik,5,2025-08-21 16:22:32
Bagus,5,2025-08-21 16:05:40
fitur download nya kadang gk ke download terus kalo langganan abis harus download ulang semua sampe 10gb karna aku punya daftar lagu disukai banyak,1,2025-08-21 16:01:01
Iklan yg terlalu banyak,1,2025-08-21 15:54:48
mantap,5,2025-08-21 15:49:31
😊,5,2025-08-21 15:45:23
"bagus aja,fitur kebanyakan premium,iklan nya ga ada yang lain asik premium mulu,milih lagu aja premium jirr,iklan buanyak bgt jir muak bet lagi sad muncul iklan horor,yahhh intinya bagus,asal jangan kikir kikir amatlah spotify 😡😡😡💔",4,2025-08-21 15:23:27
mantap asik bngt,5,2025-08-21 15:06:33
bagus kali sihhhh seruh intinya,5,2025-08-21 14:57:53
ok,5,2025-08-21 14:52:04
spotify keren,5,2025-08-21 14:50:12
¿Serius nih penggunaan free dikasih kuota terbatas kalo mau ngeplay lagu?,1,2025-08-21 14:30:20
mantap,5,2025-08-21 14:27:35
"bikin kita bisa liat siapa aja yng nyimpen playlist kita,premiumnya dibikin mahal juga gapapa, tetep gua beli hehe",5,2025-08-21 14:23:36
applikasi nya jelek pas mau masuk gk bisa bisa kesel banget😡 aku sempet banting hp karna gk bisa bisa tolong dong gimana,1,2025-08-21 14:20:56
sangat sempurna,5,2025-08-21 14:07:57
aplikasi gk jelas,1,2025-08-21 13:51:55
"harus premium, ga bisa milih lagu🤧",4,2025-08-21 13:44:36
"Spotify sangat baguss,tetapi banyak iklannn",5,2025-08-21 13:40:16
tiada dua,5,2025-08-21 13:36:53
bagus banget 😘😘😘😘😁😁😁😁😁😁😁,5,2025-08-21 13:34:06
lagunya pada bagus-bagus lagii.,5,2025-08-21 13:33:18
"aplikasinya keren tapi, sekarang semua harus premium bruh",3,2025-08-21 13:30:28
"ehh, bagus sih bagus. tapi ini iklan nya banyak banget woii, muak bgt💔 aku ketika denger iklan di Spotify: sybauu💔💔",1,2025-08-21 13:28:33
"jangan download ini apk ngelag uda gitu keluar""ran",1,2025-08-21 13:28:19
bagus banget tapi iklan nya bisa sampe 1 menit,4,2025-08-21 13:28:04
Bagus sekali,5,2025-08-21 13:24:37
"bagus,GK ngelag di hp yang ram 2 kyk aku padahal banyak game juga.intinya cocok banget di hp yang ram 2 keatas dan ada lirik lagunya,apalagi podcast nya.cocok banget sam aku yang suka nonton podcast",5,2025-08-21 13:19:40
sangat bagus,5,2025-08-21 13:08:11
apalah gua mau stel musik masa harus premium dulu kon,1,2025-08-21 13:06:22
"Terlalu banyak iklan nya,iklan ny smpek 4 jdi kurang suka",1,2025-08-21 12:57:54
bagus banget,5,2025-08-21 12:39:06
"enak di denger,lagunya lengkap dan asik banget",5,2025-08-21 12:38:13
"biasany meskipun ada iklan ttp bisa nyetel beberapa lagu sebelum iklan itu, tapi skarang 1 lagu 1 iklan😭",3,2025-08-21 12:34:35
good,5,2025-08-21 12:28:02
aplikasi apa ini!!!!!! kok baguss bangettttt......,5,2025-08-21 12:27:43
enak enak lagunya apalagi buat sad pas maen game mlbb,5,2025-08-21 12:20:05
"BAGUS BANGET GILA,bisa banget buat kalian yang kalau belajar harus dengerin musik soalnya ini aplikasi bagus bangett buat belajar atau kalian yang lagi GALAU ygyg",5,2025-08-21 12:12:56
musik di acak pun harus premium amjirlah,1,2025-08-21 12:03:36
bagus dan jelas,5,2025-08-21 12:02:54
lagunya enak bgt cocok buat santai main game tidur juga enak walaupun ad iklan sebentar tapi dibayar dengan kualitas lagu yang sangat enak di dengar,5,2025-08-21 11:56:09
"Spotify sangat bagus, kita dpt memilih music apa saja yg kita mw",5,2025-08-21 11:54:02
enak buat di dengar,5,2025-08-21 11:45:59
lagu enak,5,2025-08-21 11:42:22
"koleksi lagunya lengkap banget, Best!!",5,2025-08-21 11:32:43
kerennn,5,2025-08-21 11:31:30
ini sangat aman dan ter awasi sekali terima kasih 🤸🤸🤸🤸🤸🤸🤸🤸🤸🤸🤸🤸🤸🤸🤸🤸🤸💏👩‍❤️‍💋‍👨👩‍❤️‍💋‍👨💏👨‍❤️‍💋‍👨👨‍❤️‍💋‍👨💏👩‍❤️‍💋‍👨👨‍❤️‍💋‍👨💏👨‍❤️‍💋‍👨💏👩‍❤️‍💋‍👨👨‍❤️‍💋‍👨👩‍❤️‍💋‍👨👩‍❤️‍💋‍👨💏👨‍❤️‍💋‍👨👩‍❤️‍💋‍👨💏👨‍❤️‍💋‍👨💏,5,2025-08-21 11:25:00
mantab aplikasi fitur dan menu nya,5,2025-08-21 11:22:57
waktu mau dengar lagu be your Idol masa ngelag malah ke golden padahal kan saya pencet yang be your Idol 😒,3,2025-08-21 11:19:25
setiap mau nyetel musik langsung muncul iklan . poke poke,2,2025-08-21 10:59:32
bagus karena bisa buat main game,5,2025-08-21 10:37:53
suka ada BUG ga terkonek dgn internet jadi lagu2 nya ga bisa di play.,1,2025-08-21 10:37:00
dikit dikit iklan,3,2025-08-21 10:36:21
good apk👍,5,2025-08-21 10:35:02
iklan teros anjing😡,1,2025-08-21 10:31:03
"OMG ini aplikasi musik paling THE BESSTTT kalo stress tinggal nyetel lagu, lagunya juga lengkap buangett💃",5,2025-08-21 10:25:03
kbnyakan iklan...tiap gnti lagu pasti iklan,3,2025-08-21 10:23:30
bagus,5,2025-08-21 10:10:17
lu mau jual lagu apa jual iklan,1,2025-08-21 10:06:05
sangat mantap kualitas sportify,5,2025-08-21 09:57:33
sangat menarik,5,2025-08-21 09:57:18
mantap,5,2025-08-21 09:50:36
sangat puas ♡♡♡,5,2025-08-21 09:37:05
aplikasi yg asik,5,2025-08-21 09:34:12
sangat cocok untuk mendengar kan musik,5,2025-08-21 09:32:47
sangat bagus tapi knp harus premium,5,2025-08-21 08:37:01
top,5,2025-08-21 07:31:10
good,5,2025-08-21 07:02:07
apalah gak bisa milih lagu,1,2025-08-21 06:28:23
untuk sekarang 4 aja soalnya macet macet +ngeleg ditunggu pembaruannya ya,4,2025-08-21 06:22:38
mantap banget Apk ini,5,2025-08-21 06:17:00
setiap mau pilih lagu atau beralih lagu detik detik ada iklan tolong di perbaiki sebab ini meresahkan 🙏,4,2025-08-21 06:16:05
gk bagus aplikasinya 🤮🤮🤮🤮,1,2025-08-21 06:02:48
sangat membanttu🥰,5,2025-08-21 05:58:13
oke banget lah!,5,2025-08-21 05:58:04
memudahkan seseorang mendengar kan berbagai musik,5,2025-08-21 05:04:39
"suka sekali sama spotify,tapi iklan nya dikurangi ya jadi 1 iklan aja, iklan nya kadang sampe 3🙂",4,2025-08-21 05:04:20
terlalu banyak iklan dan setiap ganti lagu pasti iklan,1,2025-08-21 04:50:59
mantap,5,2025-08-21 04:48:34
"harusnya menampilkan semua lirik di setiap lagu min, tapi udah cukup banget dengan ini, terimakasih spotify udah mewarnai hari hari yang tanpa warna ini.",5,2025-08-21 04:21:21
